year,permit_type,occupation_field,occupation_category,occupation_group,number_granted_applications
2025,first-time,Construction and manufacturing trades,Vehicle & equipment mechanics,Vehicle mechanics and repairers,66
2025,first-time,Managers,"Business, finance & legal",Administration and planning managers,5
2025,first-time,Managers,General management,CEOs and managing directors,45
2025,first-time,Managers,"Sales, retail & marketing",Communications and PR managers,3
2025,first-time,Managers,"Business, finance & legal",Finance managers,36
2025,first-time,Managers,"Business, finance & legal",HR managers,19
2025,first-time,Managers,IT & software,IT managers,54
2025,first-time,Managers,Engineering professionals,Managers in architecture and engineering,12
2025,first-time,Managers,"Business, finance & legal","Managers in banking, finance and insurance",5
2025,first-time,Managers,General management,Managers in other service industries,1
2025,first-time,Managers,"Sales, retail & marketing",Managers in retail and wholesale,6
2025,first-time,Managers,Personal services & sports,"Managers in wellness, sports and leisure",2
2025,first-time,Managers,Engineering professionals,Operations managers in construction and mining,41
2025,first-time,Managers,General management,Other administration and service managers,34
2025,first-time,Managers,Education,Other managers in education,1
2025,first-time,Managers,General management,Politicians and senior civil servants,3
2025,first-time,Managers,Engineering professionals,Production managers in manufacturing,41
2025,first-time,Managers,Transport & logistics,"Purchasing, logistics and transport managers",32
2025,first-time,Managers,Engineering professionals,R&D managers,16
2025,first-time,Managers,Hospitality & food service,Restaurant and kitchen managers,21
2025,first-time,Managers,"Sales, retail & marketing",Sales and marketing managers,73
2025,first-time,Managers,Total,Total,450
2025,first-time,Military occupations,Military & security,Officers,1
2025,first-time,Military occupations,Military & security,Soldiers,6
2025,first-time,Military occupations,Total,Total,7
2025,first-time,Occupations requiring advanced university competence,Engineering professionals,Architects and surveyors,10
2025,first-time,Occupations requiring advanced university competence,"Arts, media & culture","Artists, musicians and actors",10
2025,first-time,Occupations requiring advanced university competence,"Business, finance & legal","Auditors, financial analysts and fund managers",147
2025,first-time,Occupations requiring advanced university competence,"Arts, media & culture","Authors, journalists and interpreters",6
2025,first-time,Occupations requiring advanced university competence,Natural sciences (research),"Biologists, pharmacologists and agriculture/forestry specialists",39
2025,first-time,Occupations requiring advanced university competence,"Arts, media & culture",Curators and librarians,1
2025,first-time,Occupations requiring advanced university competence,Doctors & dentists,Dentists,14
2025,first-time,Occupations requiring advanced university competence,"Arts, media & culture",Designers,92
2025,first-time,Occupations requiring advanced university competence,Doctors & dentists,Doctors / physicians,87
2025,first-time,Occupations requiring advanced university competence,Engineering professionals,Engineering professionals,1066
2025,first-time,Occupations requiring advanced university competence,Natural sciences (research),Environmental and health protection specialists,39
2025,first-time,Occupations requiring advanced university competence,IT & software,"IT architects, developers and test leads",2181
2025,first-time,Occupations requiring advanced university competence,"Business, finance & legal",Lawyers,30
2025,first-time,Occupations requiring advanced university competence,"Sales, retail & marketing",Marketers and communicators,138
2025,first-time,Occupations requiring advanced university competence,"Business, finance & legal","Mathematicians, actuaries and statisticians",4
2025,first-time,Occupations requiring advanced university competence,Nurses & allied health,Nurses,15
2025,first-time,Occupations requiring advanced university competence,Nurses & allied health,Nurses (continued),3
2025,first-time,Occupations requiring advanced university competence,"Business, finance & legal","Organisational developers, analysts and HR specialists",176
2025,first-time,Occupations requiring advanced university competence,Nurses & allied health,Other health specialists,14
2025,first-time,Occupations requiring advanced university competence,Education,Other teaching professionals,1
2025,first-time,Occupations requiring advanced university competence,Natural sciences (research),Physicists and chemists,38
2025,first-time,Occupations requiring advanced university competence,Religion & social work,Priests and deacons,9
2025,first-time,Occupations requiring advanced university competence,Education,"Primary, after-school and preschool teachers",25
2025,first-time,Occupations requiring advanced university competence,Religion & social work,Social workers and counsellors,3
2025,first-time,Occupations requiring advanced university competence,Total,Total,4223
2025,first-time,Occupations requiring advanced university competence,Education,University and college teachers,58
2025,first-time,Occupations requiring advanced university competence,Doctors & dentists,Veterinarians,16
2025,first-time,Occupations requiring advanced university competence,Education,Vocational teachers,1
2025,first-time,Occupations requiring short training or introduction,"Agriculture, forestry & fisheries",Berry pickers and planters,728
